code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,mean_clicks,max_clicks,min_clicks,std_clicks,median_clicks,total_interactions,activity_span,clicks_per_active_day,clicks_per_site,interactions_per_day,sites_per_day,clicks_per_span_day,recent14_clicks,recent14_days,recent14_sites,recent14_interactions,recent7_clicks,recent7_days,recent7_sites,recent7_interactions,recent14_click_ratio,recent7_click_ratio,recent14_activity_ratio,recent7_activity_ratio,click_variability,engagement_consistency
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,1,326.0,20.0,26.0,3.104761904761905,23.0,1.0,3.8478860568144557,1.0,105.0,169.0,16.3,12.538461538461538,5.25,1.3,1.9289940828402368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2393498035752082,0.44655819220537213
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,1,1707.0,139.0,41.0,2.922945205479452,34.0,1.0,3.517057804337415,2.0,584.0,240.0,12.280575539568344,41.63414634146341,4.201438848920863,0.2949640287769784,7.1125,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0017574692442882249,0.0,0.007194244604316547,0.0,1.2032582060533394,0.4538732669882045
GGG,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,0,184.0,11.0,19.0,2.830769230769231,33.0,1.0,4.332180566589817,1.0,65.0,229.0,16.727272727272727,9.68421052631579,5.909090909090909,1.7272727272727273,0.8034934497816594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5303898740670547,0.39519601712313057
GGG,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,1,801.0,66.0,38.0,2.923357664233577,29.0,1.0,3.687117713939015,2.0,274.0,243.0,12.136363636363637,21.07894736842105,4.151515151515151,0.5757575757575758,3.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2612612404735208,0.44223107976263476
GGG,2013J,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGG,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,1,781.0,49.0,47.0,3.502242152466368,43.0,1.0,5.06789438610017,2.0,223.0,241.0,15.938775510204081,16.617021276595743,4.551020408163265,0.9591836734693877,3.240663900414938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0012804097311139564,0.0012804097311139564,0.02040816326530612,0.02040816326530612,1.44704282727316,0.40865651751356596
GGG,2013J,F,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,1,864.0,64.0,47.0,3.806167400881057,33.0,1.0,4.836015037288397,2.0,227.0,236.0,13.5,18.382978723404257,3.546875,0.734375,3.6610169491525424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705733952135025,0.44041738624616
GGG,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,1,596.0,30.0,25.0,4.4148148148148145,34.0,1.0,6.186631211655709,2.0,135.0,206.0,19.866666666666667,23.84,4.5,0.8333333333333334,2.8932038834951457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4013342509622833,0.4164351545809466
GGG,2013J,F,North Region,Lower Than A Level,20-30%,0-35,0,30,N,1,374.0,29.0,26.0,3.252173913043478,17.0,1.0,3.2869851761814055,2.0,115.0,239.0,12.89655172413793,14.384615384615385,3.9655172413793105,0.896551724137931,1.5648535564853556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0107039980236943,0.4973382461977956
GGG,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,1,879.0,47.0,47.0,3.393822393822394,30.0,1.0,4.643838176238861,2.0,259.0,240.0,18.70212765957447,18.70212765957447,5.51063829787234,1.0,3.6625,12.0,3.0,3.0,9.0,2.0,1.0,2.0,2.0,0.013651877133105802,0.0022753128555176336,0.06382978723404255,0.02127659574468085,1.3683209188235097,0.4222400739916453
GGG,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,1,265.0,20.0,22.0,3.3544303797468356,19.0,1.0,3.829835554759647,2.0,79.0,240.0,13.25,12.045454545454545,3.95,1.1,1.1041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1417245616075928,0.4669134481277057
GGG,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,1,1765.0,125.0,54.0,3.368320610687023,28.0,1.0,4.233146568481133,2.0,524.0,255.0,14.12,32.68518518518518,4.192,0.432,6.921568627450981,35.0,5.0,2.0,14.0,23.0,3.0,2.0,9.0,0.019830028328611898,0.013031161473087818,0.04,0.024,1.256752862257288,0.4431145371406609
GGG,2013J,F,South Region,HE Qualification,40-50%,35-55,0,30,N,0,473.0,18.0,31.0,4.042735042735043,61.0,1.0,6.485252716732181,2.0,117.0,218.0,26.27777777777778,15.258064516129032,6.5,1.7222222222222223,2.169724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6041745620669454,0.3839988357793862
GGG,2013J,F,South West Region,No Formal quals,30-40%,0-35,0,30,N,1,432.0,33.0,37.0,2.938775510204082,36.0,1.0,4.432483594907281,1.0,147.0,241.0,13.090909090909092,11.675675675675675,4.454545454545454,1.121212121212121,1.7925311203319503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5082756677115052,0.39868026185191113
GGG,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,1,228.0,26.0,30.0,2.054054054054054,11.0,1.0,1.9625486112698078,1.0,111.0,244.0,8.76923076923077,7.6,4.269230769230769,1.1538461538461537,0.9344262295081968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554512975918802,0.5113909005207599
GGG,2013J,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,1,1103.0,56.0,52.0,4.44758064516129,64.0,1.0,8.027109570085,2.0,248.0,245.0,19.696428571428573,21.21153846153846,4.428571428571429,0.9285714285714286,4.502040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8048260864742343,0.356528344064653
GGG,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,1,803.0,61.0,53.0,3.2775510204081635,35.0,1.0,4.559769969487536,2.0,245.0,234.0,13.163934426229508,15.150943396226415,4.016393442622951,0.8688524590163934,3.4316239316239314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3912125062570937,0.41819787968793937
GGG,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,1,246.0,11.0,25.0,3.0,16.0,1.0,2.9439202887759492,1.0,82.0,231.0,22.363636363636363,9.84,7.454545454545454,2.272727272727273,1.0649350649350648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9813067629253164,0.5047174010164595
GGG,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,1,789.0,38.0,44.0,3.925373134328358,48.0,1.0,6.182184321506001,2.0,201.0,256.0,20.763157894736842,17.931818181818183,5.2894736842105265,1.1578947368421053,3.08203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0012674271229404308,0.0012674271229404308,0.02631578947368421,0.02631578947368421,1.5749290857068519,0.38836020982126845
GGG,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,0,70.0,9.0,12.0,2.413793103448276,13.0,1.0,2.921805231840049,1.0,29.0,139.0,7.777777777777778,5.833333333333333,3.2222222222222223,1.3333333333333333,0.5035971223021583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2104621674765916,0.4523940806196087
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,1,497.0,34.0,30.0,4.176470588235294,44.0,1.0,6.471118441070671,2.0,119.0,229.0,14.617647058823529,16.566666666666666,3.5,0.8823529411764706,2.1703056768558953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5494227253267803,0.3922456601903169
GGG,2013J,F,South West Region,Lower Than A Level,0-10%,35-55,0,30,N,0,8.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,8.0,2.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
GGG,2013J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,1,360.0,43.0,34.0,2.4,25.0,1.0,2.8871388033481624,1.0,150.0,244.0,8.372093023255815,10.588235294117647,3.488372093023256,0.7906976744186046,1.4754098360655739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2029745013950677,0.4539317179416895
GGG,2013J,F,South West Region,HE Qualification,20-30%,0-35,0,30,N,1,884.0,60.0,40.0,3.5789473684210527,31.0,1.0,4.528235952187349,2.0,247.0,263.0,14.733333333333333,22.1,4.116666666666666,0.6666666666666666,3.3612167300380227,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,0.003393665158371041,0.0022624434389140274,0.05,0.03333333333333333,1.2652423984052887,0.44145385972997475
GGG,2013J,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,0,5.0,1.0,2.0,2.5,4.0,1.0,2.1213203435596424,2.5,2.0,1.0,5.0,2.5,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8485281374238569,0.5409709377719392
GGG,2013J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,1,789.0,31.0,43.0,3.905940594059406,44.0,1.0,5.99137558906047,2.0,202.0,246.0,25.451612903225808,18.348837209302324,6.516129032258065,1.3870967741935485,3.207317073170732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5339136489102851,0.39464643968039403
GGG,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,0,170.0,6.0,18.0,2.8813559322033897,14.0,1.0,2.7043052888433152,2.0,59.0,214.0,28.333333333333332,9.444444444444445,9.833333333333334,3.0,0.794392523364486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938553012010327,0.5158486736264052
GGG,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,0,220.0,39.0,25.0,2.1782178217821784,9.0,1.0,1.78547494860029,1.0,101.0,224.0,5.641025641025641,8.8,2.58974358974359,0.6410256410256411,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8196953173119513,0.549542547307973
GGG,2013J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,1,395.0,21.0,36.0,3.5585585585585586,44.0,1.0,5.632187827260356,1.0,111.0,230.0,18.80952380952381,10.972222222222221,5.285714285714286,1.7142857142857142,1.7173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.582716072976961,0.3871892890058769
GGG,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,0,98.0,9.0,13.0,3.161290322580645,21.0,1.0,4.009129366779013,1.0,31.0,120.0,10.88888888888889,7.538461538461538,3.4444444444444446,1.4444444444444444,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2681939833688716,0.44087939891046435
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,1,1717.0,54.0,59.0,5.450793650793651,108.0,1.0,10.321578920219958,2.0,315.0,239.0,31.796296296296298,29.10169491525424,5.833333333333333,1.0925925925925926,7.184100418410042,16.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.009318578916715201,0.0,0.037037037037037035,0.0,1.893591939353108,0.3455912308850156
GGG,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,1,685.0,30.0,33.0,4.597315436241611,45.0,1.0,6.169803824345533,2.0,149.0,240.0,22.833333333333332,20.757575757575758,4.966666666666667,1.1,2.8541666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3420449194561817,0.4269772930880412
GGG,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,0,9.0,3.0,2.0,2.25,3.0,1.0,0.9574271077563381,2.5,4.0,43.0,3.0,4.5,1.3333333333333333,0.6666666666666666,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42552315900281695,0.7014968460417863
GGG,2013J,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,0,16.0,3.0,5.0,1.7777777777777777,6.0,1.0,1.6414763002993509,1.0,9.0,13.0,5.333333333333333,3.2,3.0,1.6666666666666667,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923330418918385,0.5199314637587679
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,1,1194.0,66.0,56.0,3.4310344827586206,54.0,1.0,4.831854205694738,2.0,348.0,244.0,18.09090909090909,21.321428571428573,5.2727272727272725,0.8484848484848485,4.89344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.408279115227612,0.41523426154259857
GGG,2013J,F,West Midlands Region,No Formal quals,10-20,0-35,0,30,N,1,394.0,51.0,39.0,2.402439024390244,20.0,1.0,2.592389787861787,1.0,164.0,244.0,7.7254901960784315,10.102564102564102,3.215686274509804,0.7647058823529411,1.6147540983606556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0790658000236881,0.4809852578925623
GGG,2013J,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,0,197.0,16.0,22.0,2.5921052631578947,13.0,1.0,2.6136953741344704,1.0,76.0,106.0,12.3125,8.954545454545455,4.75,1.375,1.8584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0083291798691358,0.4979263409722308
GGG,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,1,477.0,69.0,32.0,2.3155339805825244,31.0,1.0,3.158025232959739,1.0,206.0,256.0,6.913043478260869,14.90625,2.9855072463768115,0.463768115942029,1.86328125,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,0.006289308176100629,0.006289308176100629,0.014492753623188406,0.014492753623188406,1.3638431823683568,0.4230399069865923
GGG,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,1,1163.0,58.0,38.0,4.275735294117647,52.0,1.0,6.676587902934642,2.0,272.0,250.0,20.051724137931036,30.605263157894736,4.689655172413793,0.6551724137931034,4.652,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0034393809114359416,0.0,0.017241379310344827,0.0,1.5615063711076722,0.39039528118275574
GGG,2013J,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,1,559.0,46.0,38.0,3.3076923076923075,28.0,1.0,4.367084676466506,2.0,169.0,238.0,12.152173913043478,14.710526315789474,3.6739130434782608,0.8260869565217391,2.3487394957983194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3202814138154555,0.4309822050229703
GGG,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,Y,1,696.0,39.0,44.0,3.012987012987013,20.0,1.0,3.591633417287799,1.0,231.0,237.0,17.846153846153847,15.818181818181818,5.923076923076923,1.1282051282051282,2.9367088607594938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192050746255002,0.45619381837233697
GGG,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,0,45.0,5.0,12.0,2.0454545454545454,8.0,1.0,1.9142889448832336,1.0,22.0,65.0,9.0,3.75,4.4,2.4,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358745952762476,0.5165623860347736
GGG,2013J,F,South Region,A Level or Equivalent,20-30%,0-35,0,30,Y,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGG,2013J,M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,0,36.0,8.0,12.0,1.44,5.0,1.0,0.8698658900466592,1.0,25.0,162.0,4.5,3.0,3.125,1.5,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6040735347546244,0.62341281639122
GGG,2013J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,1,178.0,6.0,15.0,3.1785714285714284,18.0,1.0,3.303481044744621,2.0,56.0,171.0,29.666666666666668,11.866666666666667,9.333333333333334,2.5,1.04093567251462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0392974073353864,0.4903649641307754
GGG,2013J,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGG,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,0,43.0,4.0,5.0,3.0714285714285716,9.0,1.0,2.6736401493753137,2.0,14.0,68.0,10.75,8.6,3.5,1.25,0.6323529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8704874904942881,0.534619988148514
GGG,2013J,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,1,673.0,57.0,44.0,3.3482587064676617,28.0,1.0,4.16750638304686,2.0,201.0,256.0,11.807017543859649,15.295454545454545,3.526315789473684,0.7719298245614035,2.62890625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0014858841010401188,0.0014858841010401188,0.017543859649122806,0.017543859649122806,1.2446787265860608,0.44549805197330095
GGG,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,0,829.0,81.0,37.0,3.140151515151515,31.0,1.0,3.800047225011431,2.0,264.0,261.0,10.234567901234568,22.405405405405407,3.259259259259259,0.4567901234567901,3.1762452107279695,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0024125452352231603,0.0012062726176115801,0.024691358024691357,0.012345679012345678,1.2101477290748104,0.4524584428655409
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,1,884.0,46.0,50.0,4.0181818181818185,65.0,1.0,6.3201956766739995,2.0,220.0,234.0,19.217391304347824,17.68,4.782608695652174,1.0869565217391304,3.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5728993765478279,0.3886665794687019
GGG,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,45,Y,0,130.0,7.0,16.0,2.9545454545454546,11.0,1.0,2.925068438511971,2.0,44.0,21.0,18.571428571428573,8.125,6.285714285714286,2.2857142857142856,6.190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900231638040518,0.5025067135843979
GGG,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,1,598.0,58.0,38.0,3.098445595854922,23.0,1.0,4.10483044569568,1.0,193.0,249.0,10.310344827586206,15.736842105263158,3.3275862068965516,0.6551724137931034,2.4016064257028114,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.006688963210702341,0.0,0.017241379310344827,0.0,1.3248031371559637,0.4301439481122453
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,35-55,0,90,N,1,529.0,32.0,44.0,3.435064935064935,29.0,1.0,4.598842316208574,2.0,154.0,233.0,16.53125,12.022727272727273,4.8125,1.375,2.2703862660944205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3387934153045755,0.427570897650134
GGG,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,30,N,1,661.0,33.0,29.0,4.377483443708609,41.0,1.0,5.892075720099897,2.0,151.0,172.0,20.03030303030303,22.79310344827586,4.575757575757576,0.8787878787878788,3.8430232558139537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.345996117602246,0.42625816492060625
GGG,2013J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,0,609.0,38.0,29.0,3.155440414507772,32.0,1.0,4.299549872009838,1.0,193.0,143.0,16.026315789473685,21.0,5.078947368421052,0.7631578947368421,4.258741258741258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3625831285679784,0.4232655299651299
GGG,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,1,314.0,25.0,26.0,2.8807339449541285,19.0,1.0,2.952477837725967,2.0,109.0,258.0,12.56,12.076923076923077,4.36,1.04,1.2170542635658914,10.0,4.0,3.0,7.0,5.0,2.0,2.0,4.0,0.03184713375796178,0.01592356687898089,0.16,0.08,1.0249047271086955,0.49385039533582004
GGG,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,1,627.0,66.0,61.0,2.580246913580247,20.0,1.0,3.240488424302415,1.0,243.0,226.0,9.5,10.278688524590164,3.6818181818181817,0.9242424242424242,2.774336283185841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2558830735334718,0.44328538643346604
GGG,2013J,F,East Midlands Region,No Formal quals,20-30%,0-35,0,30,N,0,174.0,11.0,24.0,2.32,17.0,1.0,2.89528974417116,1.0,75.0,133.0,15.818181818181818,7.25,6.818181818181818,2.1818181818181817,1.3082706766917294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2479697173151552,0.4448458501453223
GGG,2013J,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,0,13.0,1.0,6.0,2.1666666666666665,6.0,1.0,1.9407902170679516,1.5,6.0,1.0,13.0,2.1666666666666665,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8957493309544393,0.5274959002604723
GGG,2013J,F,London Region,No Formal quals,20-30%,0-35,0,30,N,0,441.0,36.0,26.0,3.6147540983606556,20.0,1.0,3.700450545076007,2.0,122.0,213.0,12.25,16.96153846153846,3.388888888888889,0.7222222222222222,2.0704225352112675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237074070278296,0.4941425803588257
GGG,2013J,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,1,470.0,32.0,32.0,3.7903225806451615,34.0,1.0,5.278078908870769,2.0,124.0,248.0,14.6875,14.6875,3.875,1.0,1.8951612903225807,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.00425531914893617,0.002127659574468085,0.0625,0.03125,1.3925144355318624,0.4179703098751408
GGG,2013J,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,1,576.0,33.0,46.0,3.6687898089171975,31.0,1.0,4.5211589945781,2.0,157.0,242.0,17.454545454545453,12.521739130434783,4.757575757575758,1.393939393939394,2.3801652892561984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2323297953971557,0.44796248388652143
GGG,2013J,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,1,403.0,19.0,28.0,3.950980392156863,33.0,1.0,5.800951528264574,1.0,102.0,205.0,21.210526315789473,14.392857142857142,5.368421052631579,1.4736842105263157,1.9658536585365853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4682309078982296,0.4051484797471923
GGG,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,1,497.0,37.0,37.0,3.049079754601227,35.0,1.0,4.27135691422078,1.0,163.0,224.0,13.432432432432432,13.432432432432432,4.405405405405405,1.0,2.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400867559392328,0.4165161031427761
GGG,2013J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,1,941.0,77.0,43.0,3.4981412639405205,35.0,1.0,4.727361239994555,2.0,269.0,226.0,12.220779220779221,21.88372093023256,3.4935064935064934,0.5584415584415584,4.163716814159292,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0010626992561105207,0.0,0.012987012987012988,0.0,1.3513923204660312,0.42527994639440103
GGG,2013J,F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,1,881.0,34.0,47.0,4.297560975609756,41.0,1.0,5.815314796196486,2.0,205.0,245.0,25.91176470588235,18.74468085106383,6.029411764705882,1.3823529411764706,3.595918367346939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0011350737797956867,0.0011350737797956867,0.029411764705882353,0.029411764705882353,1.3531663260162083,0.4249593362543775
GGG,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,1,894.0,62.0,59.0,3.093425605536332,41.0,1.0,4.604676634144523,1.0,289.0,257.0,14.419354838709678,15.152542372881356,4.661290322580645,0.9516129032258065,3.4785992217898833,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.003355704697986577,0.003355704697986577,0.016129032258064516,0.016129032258064516,1.4885364063397843,0.4018426242237825
GGG,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,1,676.0,31.0,36.0,3.862857142857143,37.0,1.0,6.189864059668491,2.0,175.0,244.0,21.806451612903224,18.77777777777778,5.645161290322581,1.1612903225806452,2.7704918032786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6024056367484998,0.3842598501475047
GGG,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,90,N,1,1312.0,58.0,61.0,4.447457627118644,42.0,1.0,6.226161502223491,2.0,295.0,252.0,22.620689655172413,21.508196721311474,5.086206896551724,1.0517241379310345,5.2063492063492065,10.0,2.0,2.0,4.0,9.0,1.0,2.0,3.0,0.007621951219512195,0.006859756097560976,0.034482758620689655,0.017241379310344827,1.3999372280151903,0.4166775648657385
GGG,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,0,307.0,22.0,30.0,3.3736263736263736,31.0,1.0,5.030238235242612,2.0,91.0,143.0,13.954545454545455,10.233333333333333,4.136363636363637,1.3636363636363635,2.1468531468531467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4910478156582334,0.4014374969899004
